date,total_casos,total_mortes,total_recuperados,casos_diarios,mortes_diarias,recuperados_diarios,crescimento_casos_pct,crescimento_mortes_pct,crescimento_recuperacoes_pct,casos_7d_ma,mortes_7d_ma,recuperados_7d_ma,casos_14d_change_avg,mortes_14d_change_avg,recuperados_14d_change_avg,tendencia_casos_14d,tendencia_mortes_14d,tendencia_recuperados_14d,letalidade_pct,recuperacao_pct,casos_por_100k,mortes_por_1M
2020-04-07,84692,3362,77410,81.0,1.0,100.0,0.09573223339754879,0.02975304968759298,0.1293493726555426,129.42857142857142,5.571428571428571,172.0,3.8469387755102034,-0.15306122448979595,-33.44897959183674,subindo,descendo,descendo,3.9696783639540927,91.40178529258962,5.8469915249966276,2.3210675751002054
2020-04-08,84909,3366,77567,217.0,4.0,157.0,0.2562225475841874,0.1189767995240928,0.2028161736209792,129.57142857142858,4.857142857142857,166.0,3.581632653061225,-0.13265306122448983,-29.142857142857142,subindo,descendo,descendo,3.9642440730664594,91.35309566712598,5.861972835639006,2.323829107015851
2020-04-09,85024,3372,77679,115.0,6.0,112.0,0.13543911717250232,0.17825311942959002,0.14439130042414947,127.85714285714286,4.714285714285714,159.14285714285714,2.7551020408163263,-0.1530612244897959,-25.836734693877556,subindo,descendo,descendo,3.9659390289800527,91.36126270229582,5.869912239896487,2.3279714048893196
2020-04-10,85115,3373,77791,91.0,1.0,112.0,0.10702860368837035,0.02965599051008304,0.14418311255294222,121.42857142857143,3.5714285714285716,147.28571428571428,2.326530612244898,-0.24489795918367346,-24.72448979591837,subindo,descendo,descendo,3.962873759031898,91.39517123891207,5.876194725004581,2.3286617878682314
2020-04-11,85208,3379,77877,93.0,6.0,86.0,0.10926393702637607,0.17788319003854136,0.11055263462354256,120.71428571428571,3.7142857142857144,133.0,1.8979591836734693,-0.19387755102040818,-23.591836734693878,subindo,descendo,descendo,3.9655900854379875,91.39634776077364,5.8826152867084565,2.3328040857417
2020-04-12,85377,3381,77956,169.0,2.0,79.0,0.19833818420805557,0.059189109203906486,0.1014420175404805,130.0,3.4285714285714284,107.0,2.9285714285714284,-0.12244897959183677,-25.214285714285715,subindo,descendo,descendo,3.96008292631505,91.30796350305117,5.89428275905206,2.334184851699523
2020-04-13,85489,3385,78039,112.0,4.0,83.0,0.1311828712650948,0.11830819284235432,0.10647031658884498,125.42857142857143,3.4285714285714284,104.14285714285714,2.3673469387755097,-0.15306122448979592,-24.285714285714285,subindo,descendo,descendo,3.959573746329937,91.28542853466529,5.902015048415867,2.3369463836151687
2020-04-14,85569,3387,78200,80.0,2.0,161.0,0.09357929090292319,0.059084194977843424,0.20630710285882697,125.28571428571429,3.5714285714285716,112.85714285714286,-13.48979591836735,-0.12244897959183672,-21.795918367346935,descendo,descendo,descendo,3.9582091645338853,91.38823639402119,5.90753811224716,2.3383271495729914
2020-04-15,85668,3389,78311,99.0,2.0,111.0,0.11569610489780179,0.059049306170652495,0.14194373401534527,108.42857142857143,3.2857142857142856,106.28571428571429,-16.173469387755098,-0.19387755102040818,-19.26530612244898,descendo,descendo,descendo,3.955969556894056,91.41219591912967,5.914372903738383,2.339707915530814
2020-04-16,85774,3391,78401,106.0,2.0,90.0,0.12373348274735023,0.05901445854234287,0.1149263832667186,107.14285714285714,2.7142857142857144,103.14285714285714,-16.306122448979593,-0.21428571428571427,-16.959183673469386,descendo,descendo,descendo,3.9534124559889943,91.40415510527666,5.921690963314844,2.341088681488637
